lead_id,website_visits,pages_viewed,email_clicks,calls_made,meetings_scheduled,demo_requested,time_spent_minutes,days_since_last_activity
15885,35,22,17,7,0,1,104,10
15886,45,9,4,6,3,0,168,35
15887,11,24,1,0,1,0,8,52
15888,19,6,10,3,2,0,281,43
15889,46,6,11,8,2,0,42,12
15890,25,22,15,6,4,0,9,55
15891,20,5,14,7,3,1,128,42
15892,21,17,18,7,1,1,81,24
15893,11,22,7,6,3,0,185,43
15894,16,17,0,7,1,1,218,53
15895,26,8,19,1,2,0,141,33
15896,10,14,7,2,4,0,265,3
15897,7,7,17,0,4,0,74,37
15898,5,20,8,8,4,0,120,32
15899,1,7,7,3,4,1,172,52
15900,30,23,10,8,2,1,152,15
15901,40,23,1,4,3,0,97,8
15902,24,20,4,1,3,0,135,37
15903,45,9,2,7,0,0,4,27
15904,20,21,5,2,4,0,190,46
15905,27,2,10,4,4,1,49,41
15906,38,23,10,6,2,1,201,5
15907,49,21,14,9,2,0,185,21
15908,15,6,18,9,4,0,267,32
15909,25,23,18,8,0,0,290,54
15910,47,3,9,5,3,1,290,24
15911,38,21,9,6,2,0,203,42
15912,7,6,7,7,3,0,194,53
15913,33,18,0,2,1,0,272,18
15914,11,9,17,4,1,1,180,27
15915,45,20,12,5,1,1,85,3
15916,13,1,17,2,0,1,210,32
15917,48,24,12,2,3,0,16,39
15918,4,13,18,5,3,0,50,36
15919,48,16,7,1,2,0,97,0
15920,49,19,8,3,1,1,178,26
15921,30,18,2,1,0,0,184,7
15922,48,23,12,0,2,0,33,53
15923,35,1,8,5,0,1,279,57
15924,21,9,17,4,3,0,63,27
15925,3,18,11,3,1,0,45,23
15926,6,20,19,3,2,0,191,6
15927,39,20,8,7,3,0,190,24
15928,39,16,13,5,4,1,251,32
15929,45,5,9,9,2,1,290,47
15930,3,16,14,0,4,0,219,29
15931,16,11,8,4,2,1,198,42
15932,11,2,5,4,3,0,29,55
15933,8,14,0,5,4,0,247,21
15934,26,22,8,6,3,1,265,20
15935,46,20,2,6,3,0,127,50
15936,10,7,8,7,3,0,205,6
15937,33,13,11,3,4,0,196,16
15938,34,5,15,3,2,0,125,43
15939,29,13,6,8,1,0,171,51
15940,19,22,16,9,2,1,89,12
15941,25,10,15,0,3,0,290,14
15942,22,6,4,1,1,0,214,54
15943,27,16,5,6,1,0,17,4
15944,39,15,1,6,1,0,97,18
15945,42,23,18,5,2,1,161,41
15946,38,15,7,5,3,0,2,36
15947,15,21,16,0,3,0,68,11
15948,27,4,15,5,1,1,208,17
15949,17,10,13,9,2,0,65,46
15950,1,9,17,1,4,0,153,46
15951,7,12,16,6,4,0,291,19
15952,41,11,15,1,0,0,247,30
15953,41,22,14,0,1,1,1,31
15954,19,23,11,5,2,0,35,45
15955,17,8,18,5,2,0,153,3
15956,7,17,3,5,4,0,88,50
15957,46,15,7,5,4,0,228,33
15958,32,3,19,4,3,0,250,29
15959,39,8,3,9,1,0,279,49
15960,25,12,7,4,4,0,99,42
15961,25,11,15,9,0,0,65,6
15962,17,24,15,7,2,0,27,16
15963,11,24,5,9,3,1,208,49
15964,20,19,5,0,2,1,260,53
15965,36,12,13,0,4,1,99,52
15966,38,11,11,4,2,0,268,45
15967,6,7,5,2,3,0,172,5
15968,41,6,4,3,1,1,85,16
15969,44,10,9,8,0,1,136,55
15970,3,6,13,2,3,0,15,1
15971,41,20,6,4,4,0,54,51
15972,45,14,10,8,0,0,6,44
15973,27,14,11,3,1,0,208,55
15974,3,15,8,3,3,0,101,35
15975,10,18,14,0,1,0,211,13
15976,10,2,4,4,4,0,115,10
15977,31,7,8,5,4,0,278,19
15978,6,3,9,1,1,1,135,44
15979,24,10,14,1,1,1,14,22
15980,38,3,7,7,2,0,8,44
15981,48,11,13,2,2,0,242,7
15982,15,22,16,3,4,0,203,41
15983,15,11,16,2,2,0,232,11
15984,3,13,7,3,3,0,235,29
15985,34,14,0,8,1,0,99,33
15986,47,20,9,2,4,1,292,15
15987,19,19,5,4,0,1,90,3
15988,30,6,13,8,1,0,83,9
15989,34,14,4,6,3,0,185,41
15990,21,17,14,1,2,0,122,25
15991,3,11,13,2,3,1,204,20
15992,33,14,4,7,3,0,46,52
15993,17,1,8,5,1,0,150,54
15994,34,24,2,0,2,0,45,26
15995,40,16,15,3,4,0,92,41
15996,48,8,17,2,1,0,41,27
15997,34,9,6,1,1,0,11,33
15998,19,19,0,4,2,0,243,50
15999,1,5,4,8,1,1,284,58
16000,7,6,15,3,2,0,81,33
16001,22,19,5,0,2,1,67,30
16002,33,11,1,3,1,0,206,29
16003,37,14,15,0,1,0,232,35
16004,6,8,14,8,1,0,137,23
16005,3,15,15,0,4,1,214,34
16006,35,19,4,0,3,1,148,45
16007,16,9,3,7,2,1,50,30
16008,47,21,5,7,2,0,67,44
16009,26,13,1,7,1,0,195,32
16010,34,10,5,8,4,0,94,20
16011,35,7,10,8,4,0,37,0
16012,37,11,17,2,3,0,60,21
16013,40,11,14,0,4,1,299,43
16014,41,11,8,4,4,0,86,41
16015,43,12,5,4,3,1,264,12
16016,46,23,4,0,2,0,232,25
16017,5,11,14,3,3,0,175,22
16018,18,5,17,8,1,0,286,48
16019,49,24,9,2,0,1,107,16
16020,41,1,2,1,3,0,73,11
16021,24,22,3,6,1,0,203,30
16022,30,3,10,9,4,0,287,39
16023,15,11,17,2,2,1,179,49
16024,18,18,0,3,1,0,52,26
16025,16,2,7,8,4,1,117,50
16026,18,20,10,8,3,0,63,50
16027,27,9,2,6,3,0,215,20
16028,1,16,14,4,1,1,221,59
16029,11,11,15,0,4,0,144,46
16030,39,17,8,2,2,1,159,29
16031,10,3,11,8,3,0,234,28
16032,9,1,7,4,0,1,45,44
16033,39,1,11,2,3,0,274,45
16034,17,10,13,7,4,0,184,43
16035,35,15,5,1,3,0,164,0
16036,35,23,12,4,0,1,110,24
16037,10,8,18,4,0,0,20,12
16038,33,10,6,0,1,1,39,24
16039,15,19,15,9,1,0,152,20
16040,9,17,3,2,1,0,279,1
16041,9,1,16,2,3,0,161,22
16042,27,23,1,4,2,1,71,47
16043,22,5,0,6,2,0,172,31
16044,39,1,16,3,2,0,295,46
16045,42,12,0,8,3,0,171,50
16046,45,2,1,9,2,0,260,58
16047,32,4,13,9,2,0,52,47
16048,40,13,7,5,0,0,121,42
16049,17,9,5,2,0,0,70,24
16050,1,23,17,2,4,0,74,14
16051,46,19,7,2,0,0,25,34
16052,47,9,3,5,3,0,257,47
16053,14,15,15,2,2,0,82,37
16054,31,15,7,4,4,0,217,27
16055,8,3,11,7,1,0,175,20
16056,13,2,14,1,3,0,269,22
16057,5,16,10,8,3,0,178,47
16058,28,10,8,7,3,0,252,6
16059,4,6,2,4,0,1,21,3
16060,48,8,2,7,0,0,66,31
16061,29,8,1,5,0,0,131,54
16062,42,15,1,8,1,0,202,12
16063,44,21,7,9,4,1,77,35
16064,11,22,8,3,4,0,116,16
16065,32,14,16,4,0,1,269,38
16066,43,5,9,8,0,0,97,0
16067,14,16,5,2,1,0,134,43
16068,3,2,10,0,2,0,58,12
16069,7,24,4,8,4,0,87,39
16070,28,16,10,4,3,0,281,16
16071,46,11,2,0,2,0,59,40
16072,46,24,17,6,4,0,53,51
16073,33,24,12,4,1,0,177,46
16074,18,10,0,1,4,0,93,6
16075,29,22,13,6,2,0,174,16
16076,21,15,3,6,3,0,187,1
16077,34,15,11,5,2,0,16,38
16078,31,13,12,3,2,0,223,26
16079,44,14,1,2,0,1,72,50
16080,14,11,2,1,4,1,16,45
16081,18,15,10,4,0,0,146,1
16082,45,16,1,9,1,1,67,49
16083,45,18,15,4,1,0,100,56
16084,38,7,13,2,4,0,241,17
16085,26,14,7,8,0,0,73,6
16086,25,22,16,0,0,0,230,55
16087,2,20,16,6,0,0,262,28
16088,33,10,18,9,2,0,179,44
16089,44,10,7,7,0,0,69,48
16090,22,19,4,8,2,1,88,33
16091,37,7,2,3,0,0,92,7
16092,43,22,0,1,4,1,245,33
16093,40,6,19,7,0,0,268,16
16094,21,1,2,7,4,0,250,18
16095,2,9,2,7,3,0,153,50
16096,31,23,13,0,2,0,188,29
16097,6,11,5,1,3,1,291,12
16098,6,5,17,8,4,0,285,51
16099,29,17,13,5,1,0,275,49
16100,23,11,6,4,4,0,85,18
16101,47,18,18,7,1,1,240,26
16102,34,18,16,6,3,0,14,2
16103,37,5,9,6,1,1,118,50
16104,7,22,9,4,1,1,112,31
16105,5,8,10,5,2,0,167,0
16106,47,7,15,2,2,1,259,34
16107,48,15,16,2,4,0,23,27
16108,30,23,5,3,3,1,12,12
16109,3,20,3,7,1,0,131,4
16110,15,2,5,2,0,1,151,40
16111,8,15,4,4,2,0,218,34
16112,31,1,10,5,3,1,160,59
16113,23,8,1,9,1,1,254,2
16114,16,20,11,4,4,0,76,49
16115,15,11,0,9,0,0,36,10
16116,26,15,15,9,2,0,252,15
16117,43,18,18,5,2,1,101,57
16118,49,13,14,3,0,0,188,2
16119,37,22,2,1,1,0,153,10
16120,29,19,4,5,4,0,66,25
16121,48,15,13,1,4,1,51,20
16122,19,13,10,8,2,0,11,11
16123,9,15,1,0,2,0,225,15
16124,32,18,0,8,1,1,169,52
16125,20,7,8,9,1,0,114,35
16126,44,20,18,3,0,1,290,14
16127,11,5,18,9,0,0,69,16
16128,34,22,15,8,2,1,100,20
16129,32,23,19,2,2,1,38,27
16130,49,7,3,0,1,0,87,39
16131,1,4,10,3,2,0,8,8
16132,39,24,12,6,2,0,173,21
16133,32,4,1,1,1,0,174,15
16134,4,4,19,1,1,0,232,11
16135,4,24,4,6,2,0,30,56
16136,47,22,19,2,0,0,121,9
16137,23,18,15,0,3,0,112,14
16138,25,12,6,2,3,0,296,5
16139,36,24,5,9,3,0,245,59
16140,35,9,3,2,1,0,228,41
16141,19,9,2,7,1,0,46,43
16142,21,8,8,0,2,0,275,35
16143,20,2,8,3,1,0,105,4
16144,15,21,9,6,2,0,167,35
16145,44,18,10,3,4,0,287,38
16146,32,17,0,3,0,0,139,56
16147,33,13,12,0,2,0,131,5
16148,5,20,18,8,4,0,273,22
16149,47,23,6,4,1,1,118,54
16150,6,14,3,4,3,0,157,8
16151,34,15,12,1,4,1,40,16
16152,1,17,0,8,4,0,8,19
16153,43,3,7,9,1,1,243,35
16154,15,21,8,3,3,0,67,25
16155,39,10,18,3,0,0,178,36
16156,44,13,18,3,1,0,106,4
16157,1,23,6,1,4,0,261,12
16158,19,23,1,2,3,1,207,8
16159,22,10,13,4,0,0,280,48
16160,26,16,10,1,2,1,275,43
16161,6,12,3,9,2,0,155,2
16162,2,14,19,2,0,1,88,22
16163,47,3,15,3,3,0,246,31
16164,46,16,12,5,0,1,170,57
16165,40,23,5,1,4,0,286,10
16166,35,17,6,3,3,0,271,41
16167,13,17,19,4,3,1,199,38
16168,21,1,5,9,4,1,153,33
16169,41,9,6,2,2,0,186,2
16170,26,4,2,9,1,1,242,17
16171,4,6,0,0,3,1,263,12
16172,35,20,16,7,4,0,135,56
16173,4,8,2,8,3,1,136,5
16174,45,2,6,4,0,1,218,28
16175,29,21,9,5,4,0,216,8
16176,24,21,4,9,4,1,51,6
16177,23,11,18,2,0,1,124,29
16178,2,2,2,9,3,0,119,2
16179,10,14,7,9,3,1,228,50
16180,39,4,16,3,3,0,188,59
16181,5,15,5,1,2,0,161,25
16182,20,18,5,5,3,1,215,20
16183,3,18,3,7,2,1,140,34
16184,38,18,2,6,2,1,207,39
16185,36,15,19,3,3,0,106,56
16186,36,4,13,8,0,1,296,54
16187,44,23,12,2,4,0,58,12
16188,16,19,5,6,0,0,171,24
16189,3,15,19,3,0,0,185,42
16190,29,5,13,2,4,0,69,52
16191,28,8,13,6,1,0,277,59
16192,30,21,18,7,1,0,48,23
16193,42,5,5,1,3,0,256,4
16194,1,11,18,4,0,0,132,59
16195,11,6,13,1,4,0,32,38
16196,8,13,2,5,0,0,131,23
16197,26,15,2,8,0,0,224,27
16198,16,16,18,0,0,0,181,39
16199,27,12,1,0,4,1,144,3
16200,28,2,10,4,2,0,231,8
16201,13,17,2,4,0,0,162,46
16202,41,12,2,8,0,1,118,57
16203,33,22,4,6,0,0,162,8
16204,17,9,16,5,2,0,107,50
16205,33,16,9,7,0,0,123,23
16206,48,5,11,2,1,0,232,50
16207,48,9,18,0,1,0,180,44
16208,21,18,7,9,4,0,103,23
16209,45,5,9,5,3,0,77,28
16210,16,12,17,9,3,0,266,18
16211,7,12,11,3,0,0,246,46
16212,31,9,11,5,1,1,228,36
16213,44,14,13,1,2,1,56,14
16214,26,12,16,1,1,0,143,4
16215,16,14,16,8,1,1,83,39
16216,16,20,11,8,0,1,187,4
16217,22,3,12,7,3,1,149,41
16218,41,7,5,2,0,1,123,4
16219,47,21,18,1,3,1,161,14
16220,17,4,12,9,3,1,276,13
16221,32,2,5,2,0,0,196,54
16222,25,12,17,4,0,1,82,19
16223,24,2,4,4,3,1,69,58
16224,37,12,15,2,3,0,93,28
16225,38,9,10,4,4,0,178,18
16226,9,23,16,6,3,0,274,53
16227,4,1,8,4,0,0,276,6
16228,47,5,19,9,0,0,238,25
16229,31,22,12,7,4,1,229,3
16230,6,12,18,9,3,0,29,21
16231,29,21,6,9,1,1,57,41
16232,45,15,12,4,2,0,221,47
16233,43,8,3,5,2,0,78,33
16234,1,7,7,8,0,0,298,57
16235,9,4,11,7,2,0,206,33
16236,1,21,15,5,4,0,129,53
16237,2,19,8,3,1,0,214,55
16238,49,7,17,9,3,0,224,8
16239,5,2,8,5,1,0,169,20
16240,30,20,19,8,2,1,136,44
16241,36,24,12,2,2,0,129,5
16242,48,10,13,7,1,0,283,32
16243,11,3,0,0,2,0,40,35
16244,18,23,2,6,1,1,143,14
16245,34,8,9,3,2,0,296,18
16246,48,20,4,2,4,1,266,7
16247,6,9,1,9,4,0,175,17
16248,25,10,7,4,1,0,111,46
16249,25,10,1,6,0,1,276,7
16250,8,11,2,4,4,1,274,5
16251,25,9,16,8,4,0,94,38
16252,19,16,7,6,1,0,17,47
16253,47,10,15,7,4,0,94,14
16254,46,18,11,3,4,0,206,46
16255,33,19,11,8,3,0,291,32
16256,38,19,18,4,4,0,84,43
16257,27,12,9,4,3,0,177,5
16258,30,18,11,2,3,0,200,16
16259,31,23,11,6,2,0,218,58
16260,33,23,16,6,2,1,149,38
16261,26,22,3,5,1,1,280,9
16262,16,5,0,3,4,1,81,8
16263,26,24,14,6,3,0,290,33
16264,44,8,8,2,2,0,64,2
16265,31,4,18,2,2,1,106,22
16266,31,19,15,4,3,0,75,27
16267,35,17,8,9,0,0,234,20
16268,4,7,0,9,3,0,268,0
16269,37,12,2,8,2,0,95,4
16270,8,12,15,0,0,0,218,30
16271,6,6,7,2,4,0,194,50
16272,16,15,11,5,3,1,268,23
16273,16,3,6,1,2,1,174,37
16274,49,3,5,2,0,0,225,47
16275,44,2,8,7,4,1,280,56
16276,14,15,13,5,4,0,41,33
16277,46,24,15,4,1,0,70,9
16278,6,8,18,5,2,0,32,13
16279,18,22,5,9,2,0,55,40
16280,32,8,6,4,4,0,134,17
16281,43,8,14,9,4,0,19,35
16282,44,9,14,9,1,0,29,34
16283,33,15,4,0,3,1,231,6
16284,32,12,14,9,0,0,39,25
16285,15,3,8,0,2,1,251,40
16286,36,22,11,5,0,1,87,56
16287,26,23,11,2,4,0,141,27
16288,31,23,9,8,1,0,248,19
16289,3,12,14,2,1,0,143,5
16290,40,2,15,0,2,0,55,8
16291,36,16,19,3,1,0,283,56
16292,28,5,11,9,1,0,115,23
16293,30,16,3,9,2,0,95,47
16294,39,4,11,6,1,1,116,14
16295,35,3,17,0,3,0,163,46
16296,26,12,16,9,4,0,195,57
16297,7,11,1,2,0,0,219,32
16298,2,13,9,9,2,0,237,8
16299,29,9,12,0,1,0,159,43
16300,45,23,18,8,4,1,179,50
16301,47,17,8,9,0,0,242,59
16302,21,2,19,8,4,0,120,15
16303,4,22,5,3,1,0,260,19
16304,36,19,19,5,4,0,70,23
16305,14,9,3,4,3,0,92,59
16306,6,8,10,6,1,0,241,12
16307,19,16,0,4,4,0,150,54
16308,10,5,19,6,2,1,56,46
16309,7,6,15,5,2,0,170,53
16310,26,23,1,9,1,1,3,17
16311,45,9,10,9,4,0,36,15
16312,32,15,7,4,2,0,3,18
16313,16,5,19,5,3,1,89,52
16314,25,14,0,7,4,1,21,49
16315,24,12,1,9,1,0,38,29
16316,41,7,6,8,3,1,94,42
16317,24,15,18,0,2,0,273,32
16318,45,2,12,2,4,0,6,40
16319,2,21,12,1,0,0,4,6
16320,4,6,4,8,0,0,158,40
16321,26,20,1,0,2,1,173,25
16322,10,21,5,6,1,0,24,5
16323,33,18,15,1,3,0,191,20
16324,36,22,19,0,0,1,296,45
16325,16,23,8,0,2,0,40,21
16326,39,2,2,5,3,1,283,26
16327,21,3,8,2,1,1,245,16
16328,5,9,16,7,0,0,42,43
16329,45,21,10,6,3,0,64,41
16330,48,24,17,6,0,0,35,40
16331,6,10,14,3,1,0,176,51
16332,26,5,14,1,3,0,90,3
16333,19,4,1,2,4,0,123,33
16334,43,4,7,0,4,0,131,30
16335,15,21,8,2,0,0,214,51
16336,23,15,17,4,2,0,235,8
16337,41,7,14,0,1,0,206,49
16338,19,18,7,9,0,0,186,59
16339,44,17,9,5,1,0,86,35
16340,14,2,2,1,4,0,56,51
16341,49,19,11,3,0,0,144,1
16342,18,21,9,1,0,0,25,3
16343,21,16,16,2,4,0,103,8
16344,25,10,6,6,2,0,16,56
16345,3,3,7,2,0,0,106,4
16346,17,23,0,9,3,0,144,2
16347,15,24,12,6,2,0,284,44
16348,14,16,0,6,1,0,130,53
16349,35,1,16,7,4,0,52,47
16350,36,22,11,5,2,1,271,25
16351,15,17,2,0,3,1,31,20
16352,22,12,12,6,3,0,213,46
16353,49,13,18,3,0,0,89,9
16354,13,19,17,7,3,0,11,36
16355,16,12,17,5,3,0,7,50
16356,17,19,2,0,1,0,139,38
16357,17,13,5,4,1,0,112,6
16358,6,19,2,1,3,1,132,45
16359,37,23,0,5,0,0,197,1
16360,28,2,19,4,3,0,216,40
16361,24,14,19,9,4,0,153,5
16362,8,10,12,3,2,0,258,10
16363,24,20,19,1,4,1,37,29
16364,4,16,5,2,1,1,29,45
16365,32,6,2,3,1,0,184,56
16366,3,7,10,9,4,0,1,47
16367,38,21,1,8,1,1,160,28
16368,24,2,9,6,0,0,151,52
16369,27,1,17,2,2,1,112,16
16370,23,13,16,1,4,1,217,27
16371,21,24,18,0,3,0,70,51
16372,20,20,4,1,2,0,141,13
16373,3,21,4,2,4,0,85,5
16374,19,20,1,4,3,0,83,2
16375,40,22,14,3,2,1,81,30
16376,36,4,0,8,0,0,195,42
16377,1,3,14,1,0,0,270,0
16378,21,4,14,4,4,1,143,54
16379,10,13,1,5,0,0,24,43
16380,30,23,3,8,1,1,223,12
16381,29,15,5,9,2,0,151,10
16382,3,10,9,7,1,1,228,16
16383,44,17,5,0,1,0,84,6
16384,12,15,15,3,0,1,292,14
16385,29,19,2,1,2,1,15,41
16386,5,19,8,2,3,1,97,32
16387,20,15,9,9,2,1,192,46
16388,44,9,5,8,0,1,229,58
16389,13,13,1,7,3,0,285,9
16390,3,6,10,4,4,1,2,35
16391,18,10,8,6,4,0,251,17
16392,8,1,1,1,0,0,2,24
16393,39,16,18,9,1,0,13,1
16394,15,11,5,2,1,0,277,31
16395,17,18,13,9,4,0,182,31
16396,33,23,9,9,3,0,289,45
16397,16,2,12,7,2,0,230,53
16398,46,2,12,7,2,0,109,3
16399,42,15,6,4,1,0,103,12
16400,36,4,2,4,0,1,132,58
16401,4,18,2,7,1,0,99,45
16402,22,24,3,9,0,0,216,26
16403,6,17,18,7,3,0,232,17
16404,15,15,6,2,0,0,290,13
16405,5,15,4,9,0,0,196,25
16406,15,4,18,2,3,0,255,54
16407,29,8,10,3,3,1,293,11
16408,20,18,5,0,1,0,20,29
16409,19,4,9,1,1,1,56,49
16410,3,17,0,5,3,1,147,55
16411,34,3,7,6,1,1,276,15
16412,32,12,18,0,0,0,144,10
16413,30,21,14,1,0,0,131,39
16414,33,6,6,5,0,1,223,32
16415,35,21,17,0,3,1,120,15
16416,19,12,5,6,1,1,41,24
16417,1,17,11,8,4,0,21,4
16418,16,20,6,4,4,0,282,50
16419,1,4,13,1,3,1,287,19
16420,26,5,1,9,4,0,70,53
16421,43,16,5,2,0,0,160,18
16422,27,11,11,8,3,0,154,46
16423,46,3,3,5,1,1,248,41
16424,25,15,14,6,4,0,90,35
16425,19,20,4,3,3,1,173,28
16426,9,20,17,4,4,1,223,23
16427,47,16,0,6,4,0,46,42
16428,30,15,8,7,3,0,120,54
16429,45,3,17,6,0,0,292,15
16430,11,8,7,9,2,0,289,34
16431,29,7,13,2,0,0,57,26
16432,35,15,10,6,0,0,288,29
16433,17,6,18,9,4,0,153,18
16434,37,22,10,1,4,1,150,6
16435,28,23,19,4,3,0,154,26
16436,46,2,3,1,0,0,268,14
16437,34,11,15,3,4,1,296,15
16438,2,10,16,7,0,0,120,2
16439,13,10,4,6,3,1,290,26
16440,21,11,16,1,2,0,192,3
16441,42,3,2,9,2,0,36,23
16442,23,16,17,6,3,0,37,28
16443,38,16,7,1,3,1,156,19
16444,3,8,2,4,2,0,261,25
16445,12,15,12,4,1,0,100,7
16446,19,19,14,5,3,0,192,21
16447,5,3,4,9,1,0,293,44
16448,34,5,16,1,2,1,142,0
16449,42,13,16,8,3,0,242,2
16450,43,24,7,3,0,0,131,28
16451,33,9,13,9,3,1,13,11
16452,33,14,12,9,1,1,259,12
16453,9,5,10,8,0,0,28,41
16454,28,22,8,4,3,1,131,49
16455,3,19,11,0,4,0,172,12
16456,30,11,11,7,4,0,4,48
16457,21,19,3,4,3,0,76,6
16458,19,2,4,0,2,1,256,20
16459,46,16,5,6,1,0,244,51
16460,32,2,18,4,2,1,75,7
16461,47,6,15,6,2,0,136,34
16462,26,17,4,6,2,0,235,19
16463,3,14,4,3,0,1,93,12
16464,11,13,18,0,3,0,210,8
16465,25,13,19,4,1,0,286,6
16466,39,8,7,7,4,0,114,54
16467,10,18,6,1,0,0,75,14
16468,45,10,12,3,4,0,17,30
16469,1,16,9,2,1,0,215,43
16470,47,6,1,4,0,0,65,21
16471,7,22,18,7,4,1,128,40
16472,17,7,14,2,0,1,83,45
16473,33,7,4,9,3,0,71,39
16474,47,19,4,2,1,0,137,15
16475,30,17,12,7,1,0,105,17
16476,31,8,7,7,1,0,231,30
16477,27,7,19,2,2,0,211,10
16478,38,19,5,9,2,0,155,17
16479,31,7,5,3,4,1,14,2
16480,48,13,11,3,1,0,169,28
16481,26,7,9,3,1,0,193,33
16482,18,5,17,8,0,0,232,21
16483,44,1,0,0,2,1,176,7
16484,9,2,0,6,0,0,209,16
16485,28,16,3,9,2,0,208,9
16486,23,2,0,2,0,1,263,52
16487,7,9,2,8,0,0,169,54
16488,48,8,9,7,3,0,91,36
16489,26,2,19,7,0,1,85,51
16490,21,2,4,4,3,0,34,43
16491,48,5,17,3,1,0,184,35
16492,32,1,11,2,0,0,31,28
16493,29,4,2,9,3,0,99,33
16494,35,16,1,0,0,0,148,46
16495,27,24,16,4,3,0,275,56
16496,47,19,5,7,3,0,238,10
16497,4,15,1,8,0,1,140,26
16498,31,1,8,8,2,0,52,4
16499,11,5,13,8,3,0,157,30
16500,34,3,15,9,3,0,46,10
16501,45,16,6,8,2,0,71,1
16502,46,8,10,5,0,0,46,4
16503,13,19,9,7,1,0,271,3
16504,1,1,1,0,1,0,260,39
16505,20,23,5,3,2,0,49,36
16506,34,4,9,0,1,1,254,44
16507,31,17,19,4,3,0,159,54
16508,42,12,19,6,0,0,202,11
16509,27,22,7,8,1,0,224,33
16510,27,21,6,3,1,0,272,9
16511,26,3,17,9,4,0,164,53
16512,15,8,5,0,0,0,121,32
16513,27,15,14,9,4,1,32,6
16514,42,10,8,4,4,0,28,44
16515,39,20,11,9,3,0,201,25
16516,1,12,17,8,0,0,239,23
16517,27,23,7,0,1,0,162,22
16518,9,16,8,8,3,1,82,7
16519,30,15,8,2,2,1,237,52
16520,12,6,18,8,1,0,269,46
16521,9,23,18,1,0,0,50,47
16522,4,9,15,1,2,0,253,32
16523,31,7,1,4,2,0,120,7
16524,49,2,0,1,0,1,220,20
16525,40,3,14,5,4,0,25,20
16526,3,8,14,1,2,0,190,2
16527,17,15,19,1,4,1,195,23
16528,34,8,17,2,2,0,185,6
16529,42,18,5,8,4,0,124,39
16530,32,7,10,4,0,0,290,59
16531,39,3,11,3,1,1,38,44
16532,44,6,5,8,3,0,121,9
16533,41,23,8,3,0,1,179,44
16534,43,20,13,0,1,0,55,31
16535,45,20,3,8,4,1,38,34
16536,2,17,3,5,4,0,42,11
16537,11,8,15,5,2,1,156,29
16538,8,4,14,7,3,1,236,28
16539,35,12,13,2,2,1,288,5
16540,37,7,3,7,3,0,151,54
16541,27,7,9,0,4,0,277,56
16542,29,1,6,7,0,1,32,52
16543,9,21,9,7,1,1,237,14
16544,9,18,9,8,0,0,288,19
16545,17,23,15,7,2,0,20,43
16546,2,3,13,2,4,1,140,8
16547,22,17,19,6,0,0,216,27
16548,17,11,14,7,1,1,17,41
16549,2,2,3,8,2,0,227,38
16550,24,4,3,1,1,0,265,39
16551,38,1,6,9,2,0,87,39
16552,26,23,9,1,3,0,204,37
16553,17,10,9,2,4,0,196,34
16554,3,23,7,0,3,0,270,27
16555,22,24,5,5,2,0,178,15
16556,33,15,17,8,0,0,97,2
16557,6,10,8,0,0,0,96,38
16558,42,16,15,2,4,0,59,24
16559,40,2,12,9,1,1,81,3
16560,12,8,10,5,0,1,226,21
16561,17,2,15,0,4,0,36,13
16562,33,4,15,2,2,0,243,18
16563,39,12,10,2,1,1,211,8
16564,43,5,19,1,4,1,157,12
16565,48,15,19,4,2,1,238,59
16566,49,10,0,7,2,1,234,44
16567,25,11,6,2,1,0,29,23
16568,32,10,9,5,1,1,254,9
16569,14,19,6,3,0,0,54,35
16570,32,12,12,7,0,0,18,10
16571,46,4,15,3,4,0,217,8
16572,32,6,9,1,3,0,8,22
16573,6,23,2,9,4,0,208,54
16574,30,20,4,1,4,0,159,18
16575,34,9,5,1,4,0,57,51
16576,12,8,0,8,0,0,170,49
16577,48,13,3,0,0,0,1,16
16578,38,10,11,8,0,0,156,43
16579,46,23,8,1,1,0,184,22
16580,21,19,1,6,3,1,116,5
16581,46,17,12,1,3,0,213,49
16582,39,9,6,4,0,0,234,10
16583,9,23,12,9,3,0,16,6
16584,13,9,15,9,0,0,121,32
16585,40,6,10,3,3,0,290,44
16586,13,18,3,4,4,0,13,50
16587,37,4,4,2,3,0,174,38
16588,46,8,0,5,3,0,43,34
16589,19,7,9,9,2,0,114,13
16590,7,15,9,3,2,0,130,16
16591,33,17,7,8,2,0,145,32
16592,49,4,19,1,4,1,285,20
16593,11,22,2,4,1,1,122,51
16594,10,4,17,8,3,0,261,28
16595,14,14,17,9,4,0,4,47
16596,11,22,12,8,1,0,286,9
16597,21,1,12,7,0,0,49,48
16598,47,12,14,4,4,0,278,9
16599,41,9,4,5,2,0,229,34
16600,39,19,2,4,0,0,147,46
16601,39,21,18,1,2,0,140,57
16602,11,3,9,5,3,1,164,30
16603,27,24,8,4,2,0,225,6
16604,41,5,5,5,2,1,268,18
16605,24,23,3,4,1,1,248,37
16606,1,11,2,1,4,0,28,44
16607,14,12,9,0,0,0,264,10
16608,37,19,10,2,1,0,187,53
16609,27,3,12,3,3,0,88,11
16610,10,14,7,8,3,0,190,52
16611,32,2,3,9,1,0,290,0
16612,11,14,17,5,3,0,25,50
16613,30,15,6,3,0,1,274,6
16614,15,10,2,5,4,0,148,56
16615,36,21,1,1,0,1,199,22
16616,1,6,14,1,4,0,228,5
16617,22,18,12,5,2,1,190,26
